# time site_0 site_1 site_2 site_3 site_4 site_5 site_6 site_7 site_8 site_9 site_10 site_11 site_12 site_13 site_14 site_15 site_16 site_17 site_18 site_19 site_20 site_21 site_22 site_23 site_24 site_25 site_26 site_27 site_28 site_29 site_30 site_31 site_32 site_33 site_34 site_35 site_36 site_37 site_38 site_39 site_40 site_41 site_42 site_43 site_44 site_45 site_46 site_47 site_48 site_49
7.50000000e+00 -5.50329445e-01 -2.90426212e-02 3.06617293e-01 2.86682814e-01 1.66042252e-01 -1.60228947e-02 -8.03071027e-03 -7.55316075e-02 -4.94439411e-02 -7.32598154e-02 -1.93767895e-01 -2.26701091e-01 -2.24360422e-01 -2.02658852e-01 1.09803651e-01 -1.86898920e-01 -3.43782614e-01 8.81608668e-02 8.69256709e-02 -9.10390032e-02 -2.23242448e-01 -4.15069794e-01 -2.02432352e-01 -2.72184205e-01 -3.27414673e-01 -6.42620990e-02 -2.45874817e-01 4.83181399e-02 8.95915279e-02 -2.86057698e-01 7.80705880e-03 -1.08872385e-01 -9.15601249e-02 1.19244262e-02 -3.80715114e-01 -2.72393115e-01 -8.47375375e-03 -2.53953949e-01 -4.89121059e-02 -3.17412548e-02 1.55351788e-01 2.43946790e-01 -1.63473999e-01 -3.00427384e-01 -3.12987762e-01 -1.45090671e-01 -6.36786053e-02 -3.18032460e-01 -1.29375917e-01 -7.16853419e-02
7.60000000e+00 -5.19298402e-01 -5.14659459e-02 2.86838986e-01 2.56705624e-01 2.23601784e-01 -2.46095150e-02 -1.76205676e-02 -1.30710062e-01 -8.51089740e-03 -8.18386911e-02 -1.58041707e-01 -2.25850186e-01 -2.30870019e-01 -2.26078861e-01 1.01924350e-01 -1.68080311e-01 -3.44021381e-01 8.25071249e-02 9.00880036e-02 -6.74521244e-02 -2.36793596e-01 -3.90901211e-01 -2.30889080e-01 -2.84362676e-01 -3.00997429e-01 -8.54873203e-02 -2.15216460e-01 7.07081360e-02 6.80406603e-02 -2.94991840e-01 -2.75458321e-02 -8.45877635e-02 -8.29997494e-02 -2.39004296e-02 -3.52729707e-01 -2.71377874e-01 -1.30085586e-02 -2.23527294e-01 -6.85809372e-02 -5.87047562e-02 1.54510417e-01 2.30365242e-01 -1.10366873e-01 -3.49921959e-01 -2.78877315e-01 -1.46801686e-01 -4.44692581e-02 -3.42525905e-01 -1.13513088e-01 -8.53726553e-02
7.70000000e+00 -4.85456590e-01 -7.56121990e-02 2.66358381e-01 2.27036837e-01 2.77918259e-01 -3.07219222e-02 -2.84070348e-02 -1.82852290e-01 3.00509054e-02 -9.04992218e-02 -1.22638122e-01 -2.24357332e-01 -2.37010200e-01 -2.46074004e-01 8.84247261e-02 -1.48693811e-01 -3.38517133e-01 7.29094232e-02 9.17102000e-02 -4.42668373e-02 -2.50045765e-01 -3.63978930e-01 -2.61096184e-01 -2.96044574e-01 -2.72642480e-01 -1.09760590e-01 -1.80816923e-01 8.99432838e-02 4.31132908e-02 -2.97656946e-01 -6.54929496e-02 -6.00165004e-02 -7.38471850e-02 -6.32428742e-02 -3.21180846e-01 -2.68898653e-01 -2.17998878e-02 -1.89880535e-01 -8.94777263e-02 -8.32304226e-02 1.52310682e-01 2.12927521e-01 -5.69251239e-02 -3.95796998e-01 -2.44853569e-01 -1.48718903e-01 -2.85805990e-02 -3.63276934e-01 -9.79423274e-02 -1.00002001e-01
7.80000000e+00 -4.49065267e-01 -1.01324241e-01 2.45141160e-01 1.98649311e-01 3.27616311e-01 -3.38839068e-02 -4.07130654e-02 -2.30711219e-01 6.49169969e-02 -9.83311129e-02 -8.83225199e-02 -2.21970106e-01 -2.42846792e-01 -2.62491175e-01 6.96211855e-02 -1.29174406e-01 -3.27362324e-01 5.96539561e-02 9.19199926e-02 -2.20374935e-02 -2.62254660e-01 -3.35289230e-01 -2.92296412e-01 -3.07024074e-01 -2.43279477e-01 -1.35949937e-01 -1.43442975e-01 1.05775167e-01 1.55000054e-02 -2.94687972e-01 -1.05053299e-01 -3.59290125e-02 -6.44262517e-02 -1.04910082e-01 -2.87060788e-01 -2.64810115e-01 -3.42886552e-02 -1.53965240e-01 -1.11090783e-01 -1.05117317e-01 1.48394880e-01 1.92530070e-01 -4.82300397e-03 -4.36339317e-01 -2.12060891e-01 -1.50251345e-01 -1.65334529e-02 -3.79729759e-01 -8.30707354e-02 -1.15410272e-01
7.90000000e+00 -4.10414495e-01 -1.28399234e-01 2.23151395e-01 1.72433684e-01 3.71466246e-01 -3.37406281e-02 -5.47565835e-02 -2.73189316e-01 9.48982314e-02 -1.04495459e-01 -5.58143806e-02 -2.18463234e-01 -2.48409314e-01 -2.75293728e-01 4.59629232e-02 -1.09951876e-01 -3.10789162e-01 4.31352735e-02 9.08239635e-02 -1.29681009e-03 -2.72696698e-01 -3.05840167e-01 -3.23697937e-01 -3.17111276e-01 -2.13857599e-01 -1.62862081e-01 -1.03962565e-01 1.18027361e-01 -1.40418759e-02 -2.86863300e-01 -1.45177819e-01 -1.30870775e-02 -5.50936746e-02 -1.47646378e-01 -2.51411818e-01 -2.59004764e-01 -4.98169183e-02 -1.16809314e-01 -1.32850909e-01 -1.24242718e-01 1.42441879e-01 1.70083800e-01 4.43351564e-02 -4.69985953e-01 -1.81546691e-01 -1.50873007e-01 -8.73097863e-03 -3.91449899e-01 -6.92568238e-02 -1.31437155e-01
8.00000000e+00 -3.69820595e-01 -1.56592468e-01 2.00361512e-01 1.49169790e-01 4.08418417e-01 -3.00779420e-02 -7.06338961e-02 -3.09371534e-01 1.18981499e-01 -1.08259381e-01 -2.57631439e-02 -2.13650145e-01 -2.53688087e-01 -2.84557063e-01 1.80184580e-02 -9.14409625e-02 -2.89163902e-01 2.38465327e-02 8.85042960e-02 1.74622087e-02 -2.80697762e-01 -2.76627113e-01 -3.54497959e-01 -3.26137281e-01 -1.85313502e-01 -1.89283918e-01 -6.33169530e-02 1.26597005e-01 -4.47130508e-02 -2.75070592e-01 -1.84785139e-01 7.77728408e-03 -4.62269890e-02 -1.90171622e-01 -2.15292407e-01 -2.51418632e-01 -6.76499629e-02 -7.94849625e-02 -1.54151854e-01 -1.40560800e-01 1.34182783e-01 1.46477515e-01 8.90694567e-02 -4.95378748e-01 -1.54221520e-01 -1.50147175e-01 -5.44250307e-03 -3.98137506e-01 -5.68008370e-02 -1.47928632e-01
8.10000000e+00 -3.27623110e-01 -1.85621991e-01 1.76761377e-01 1.29502213e-01 4.37631452e-01 -2.28359520e-02 -8.83087523e-02 -3.38551493e-01 1.36363814e-01 -1.09025859e-01 1.27292478e-03 -2.07392598e-01 -2.58633559e-01 -2.90460632e-01 -1.35409023e-02 -7.40320146e-02 -2.62977565e-01 2.36641291e-03 8.50174133e-02 3.38026585e-02 -2.85660178e-01 -2.48599282e-01 -3.83906361e-01 -3.33958571e-01 -1.58539893e-01 -2.14024502e-01 -2.24908224e-02 1.31454630e-01 -7.56978819e-02 -2.60270196e-01 -2.22798321e-01 2.59821543e-02 -3.82115126e-02 -2.31220169e-01 -1.79743463e-01 -2.42035599e-01 -8.70004222e-02 -4.30750174e-02 -1.74372486e-01 -1.54098964e-01 1.23414408e-01 1.22543949e-01 1.28073676e-01 -5.11411783e-01 -1.30825205e-01 -1.47746051e-01 -6.79218323e-03 -3.99636354e-01 -4.59374049e-02 -1.64739932e-01
8.20000000e+00 -2.84181320e-01 -2.15173861e-01 1.52366071e-01 1.13920745e-01 4.58493496e-01 -1.21161983e-02 -1.07607579e-01 -3.60250054e-01 1.46478645e-01 -1.06357684e-01 2.48440850e-02 -1.99608009e-01 -2.63157847e-01 -2.93276685e-01 -4.79601653e-02 -5.80823704e-02 -2.32833345e-01 -2.06569510e-02 8.03945472e-02 4.73578595e-02 -2.87086954e-01 -2.22628363e-01 -4.11168661e-01 -3.40460530e-01 -1.34355781e-01 -2.35956125e-01 1.75186163e-02 1.32642316e-01 -1.06190083e-01 -2.43457428e-01 -2.58181305e-01 4.09146920e-02 -3.14268355e-02 -2.69579195e-01 -1.45755718e-01 -2.30890189e-01 -1.07053684e-01 -8.63871656e-03 -1.92899863e-01 -1.64951992e-01 1.10010043e-01 9.90296719e-02 1.60257579e-01 -5.17270020e-01 -1.11900277e-01 -1.43464919e-01 -1.27529559e-02 -3.95938176e-01 -3.68307322e-02 -1.81737861e-01
8.30000000e+00 -2.39870375e-01 -2.44907866e-01 1.27222026e-01 1.02746360e-01 4.70635842e-01 1.81784413e-03 -1.28221170e-01 -3.74225689e-01 1.49013629e-01 -9.99946925e-02 4.46220791e-02 -1.90274191e-01 -2.67138426e-01 -2.93356205e-01 -8.44217570e-02 -4.39086718e-02 -1.99431047e-01 -4.45245552e-02 7.46441842e-02 5.78427412e-02 -2.84602375e-01 -1.99480315e-01 -4.35587577e-01 -3.45559988e-01 -1.13479380e-01 -2.54053133e-01 5.57325155e-02 1.30270286e-01 -1.35417602e-01 -2.25625077e-01 -2.89973846e-01 5.20481790e-02 -2.62332966e-02 -3.04125191e-01 -1.14239320e-01 -2.18068697e-01 -1.26993802e-01 2.28219381e-02 -2.09152370e-01 -1.73274310e-01 9.39271101e-02 7.65698711e-02 1.84780877e-01 -5.12457820e-01 -9.77736232e-02 -1.37230301e-01 -2.31460306e-02 -3.87182199e-01 -2.95724383e-02 -1.98802457e-01
8.40000000e+00 -1.95077099e-01 -2.74463550e-01 1.01411231e-01 9.61231152e-02 4.73938619e-01 1.85470257e-02 -1.49712826e-01 -3.80476388e-01 1.43919135e-01 -8.98636987e-02 6.04082664e-02 -1.79431359e-01 -2.70423787e-01 -2.91112546e-01 -1.22068002e-01 -3.17803069e-02 -1.63548974e-01 -6.85070822e-02 6.77562555e-02 6.50621230e-02 -2.77968228e-01 -1.79791218e-01 -4.56542539e-01 -3.49206696e-01 -9.65045666e-02 -2.67427166e-01 9.12202690e-02 1.24512047e-01 -1.62665898e-01 -2.07727405e-01 -3.17323748e-01 5.89566382e-02 -2.29589135e-02 -3.33857504e-01 -8.59965320e-02 -2.03708580e-01 -1.46029115e-01 5.03941409e-02 -2.22602073e-01 -1.79270669e-01 7.52114232e-02 5.56688773e-02 2.01077747e-01 -4.96816392e-01 -8.85470103e-02 -1.29101816e-01 -3.76459699e-02 -3.73649911e-01 -2.41820676e-02 -2.15827947e-01
8.50000000e+00 -1.50195544e-01 -3.03466405e-01 7.50533517e-02 9.40161789e-02 4.68528470e-01 3.75093371e-02 -1.71532679e-01 -3.79233130e-01 1.31407496e-01 -7.60808335e-02 7.21367006e-02 -1.67181332e-01 -2.72840801e-01 -2.87003376e-01 -1.60024327e-01 -2.19141304e-02 -1.26023781e-01 -9.18667961e-02 5.97078483e-02 6.89156454e-02 -2.67095074e-01 -1.64047979e-01 -4.73506588e-01 -3.51383668e-01 -8.38816541e-02 -2.75357702e-01 1.23127425e-01 1.15598283e-01 -1.87298880e-01 -1.90646885e-01 -3.39515339e-01 6.13265991e-02 -2.18872174e-02 -3.57927893e-01 -6.16984112e-02 -1.87996104e-01 -1.63416793e-01 7.32835073e-02 -2.32795450e-01 -1.83185638e-01 5.39979353e-02 3.66869953e-02 2.08871191e-01 -4.70529623e-01 -8.40967301e-02 -1.19267735e-01 -5.57911858e-02 -3.55755224e-01 -2.06101975e-02 -2.32723029e-01
8.60000000e+00 -1.05622346e-01 -3.31534094e-01 4.83056714e-02 9.62159727e-02 4.54768419e-01 5.80188166e-02 -1.93037682e-01 -3.70945311e-01 1.11943023e-01 -5.89462912e-02 7.98721159e-02 -1.53684042e-01 -2.74203459e-01 -2.81511582e-01 -1.97422514e-01 -1.44705799e-02 -8.77288537e-02 -1.13880097e-01 5.04701477e-02 6.93992423e-02 -2.52048145e-01 -1.52574463e-01 -4.86060165e-01 -3.52106392e-01 -7.59031207e-02 -2.77316872e-01 1.50700761e-01 1.03809671e-01 -2.08776860e-01 -1.75164744e-01 -3.55993229e-01 5.89656721e-02 -2.32464121e-02 -3.75665215e-01 -4.18661410e-02 -1.71162300e-01 -1.78485554e-01 9.08395946e-02 -2.39371749e-01 -1.85292320e-01 3.05079653e-02 1.98339767e-02 2.08176878e-01 -4.34118160e-01 -8.40823049e-02 -1.08034475e-01 -7.69994748e-02 -3.34030394e-01 -1.87439787e-02 -2.49410481e-01
8.70000000e+00 -6.17519609e-02 -3.58282614e-01 2.13608842e-02 1.02348196e-01 4.33240406e-01 7.92898441e-02 -2.13516478e-01 -3.56258739e-01 8.62233017e-02 -3.89317614e-02 8.38029900e-02 -1.39151519e-01 -2.74322595e-01 -2.75125794e-01 -2.33423349e-01 -9.55126314e-03 -4.95518117e-02 -1.33860016e-01 4.00162524e-02 6.66031702e-02 -2.33047685e-01 -1.45523486e-01 -4.93901418e-01 -3.51420908e-01 -7.26947350e-02 -2.72987764e-01 1.73309758e-01 8.94688435e-02 -2.26670985e-01 -1.61936243e-01 -3.66380600e-01 5.18076860e-02 -2.72002332e-02 -3.86594480e-01 -2.68575642e-02 -1.53477327e-01 -1.90655869e-01 1.02576870e-01 -2.42078255e-01 -1.85880727e-01 5.04305713e-03 5.16919115e-03 1.99296493e-01 -3.88422016e-01 -8.79638148e-02 -9.58105334e-02 -1.00588019e-01 -3.09108182e-01 -1.84148617e-02 -2.65826179e-01
8.80000000e+00 -1.89718595e-02 -3.83332288e-01 -5.55714425e-03 1.11889310e-01 4.04721209e-01 1.00465901e-01 -2.32218184e-01 -3.35987151e-01 5.51525211e-02 -1.66611075e-02 8.42300446e-02 -1.23839663e-01 -2.73016152e-01 -2.68321234e-01 -2.67238020e-01 -7.19805379e-03 -1.23717769e-02 -1.51177931e-01 2.83294642e-02 6.07067439e-02 -2.10463693e-01 -1.42874834e-01 -4.96852769e-01 -3.49400841e-01 -7.42123599e-02 -2.62275635e-01 1.90463832e-01 7.29317361e-02 -2.40673745e-01 -1.51471465e-01 -3.70491427e-01 3.99142508e-02 -3.38408236e-02 -3.90449744e-01 -1.68592794e-02 -1.35243421e-01 -1.99457049e-01 1.08190427e-01 -2.40781898e-01 -1.85246273e-01 -2.20242542e-02 -7.39171150e-03 1.82801026e-01 -3.34572410e-01 -9.50270913e-02 -8.30855894e-02 -1.25797109e-01 -2.81700871e-01 -1.94081869e-02 -2.81917585e-01
8.90000000e+00 2.23422732e-02 -4.06313541e-01 -3.21994401e-02 1.24186874e-01 3.70152686e-01 1.20651694e-01 -2.48383930e-01 -3.11078395e-01 1.98079065e-02 7.11490550e-03 8.15507125e-02 -1.08038187e-01 -2.70119529e-01 -2.61541534e-01 -2.98147690e-01 -7.39368805e-03 2.29629658e-02 -1.65283780e-01 1.54116182e-02 5.19700476e-02 -1.84805279e-01 -1.44439342e-01 -4.94863589e-01 -3.46143478e-01 -8.02445138e-02 -2.45311674e-01 2.01824851e-01 5.45785414e-02 -2.50605288e-01 -1.44122111e-01 -3.68336269e-01 2.34727158e-02 -4.31838768e-02 -3.87180459e-01 -1.18844804e-02 -1.16786646e-01 -2.04540697e-01 1.07565908e-01 -2.35476732e-01 -1.83678791e-01 -5.02623746e-02 -1.80641027e-02 1.59504750e-01 -2.73953902e-01 -1.04415719e-01 -7.04057268e-02 -1.51816699e-01 -2.52576871e-01 -2.14742521e-02 -2.97641809e-01
9.00000000e+00 6.18312474e-02 -4.26872410e-01 -5.82995201e-02 1.38483951e-01 3.30607446e-01 1.38947412e-01 -2.61279883e-01 -2.82576612e-01 -1.85994623e-02 3.15488083e-02 7.62402576e-02 -9.20592019e-02 -2.65495532e-01 -2.55182163e-01 -3.25520699e-01 -1.00638129e-02 5.56562900e-02 -1.75724119e-01 1.29100965e-03 4.07229981e-02 -1.56705003e-01 -1.49868782e-01 -4.88008981e-01 -3.41765035e-01 -9.04205808e-02 -2.22449237e-01 2.07214606e-01 3.48045193e-02 -2.56415410e-01 -1.40074652e-01 -3.60121473e-01 2.79060145e-03 -5.51662211e-02 -3.76951141e-01 -1.17765286e-02 -9.84476953e-02 -2.05690139e-01 1.00783313e-01 -2.26286971e-01 -1.81452507e-01 -7.91947872e-02 -2.71763250e-02 1.30430994e-01 -2.08158221e-01 -1.15168537e-01 -5.83458541e-02 -1.77814798e-01 -2.22535719e-01 -2.43404280e-02 -3.12963343e-01
9.10000000e+00 9.91569328e-02 -4.44675744e-01 -8.35821717e-02 1.53946694e-01 2.87251217e-01 1.54483776e-01 -2.70230387e-01 -2.51581893e-01 -5.87679726e-02 5.57303532e-02 6.88303495e-02 -7.62249481e-02 -2.59043490e-01 -2.49576017e-01 -3.48826965e-01 -1.50804003e-02 8.49839427e-02 -1.82157382e-01 -1.39705196e-02 2.73522308e-02 -1.26898742e-01 -1.58671173e-01 -4.76484776e-01 -3.36395279e-01 -1.04224368e-01 -1.94252705e-01 2.06617101e-01 1.40108888e-02 -2.58181263e-01 -1.39349894e-01 -3.46241872e-01 -2.17133115e-02 -6.96459355e-02 -3.60134413e-01 -1.62180625e-02 -8.05720646e-02 -2.02825575e-01 8.81145339e-02 -2.13465436e-01 -1.78817294e-01 -1.08315819e-01 -3.51471736e-02 9.67710822e-02 -1.38931464e-01 -1.26261126e-01 -4.74805494e-02 -2.02966633e-01 -1.92382331e-01 -2.77238534e-02 -3.27851600e-01
9.20000000e+00 1.34006614e-01 -4.59416108e-01 -1.07773010e-01 1.69694119e-01 2.41303245e-01 1.66456528e-01 -2.74649861e-01 -2.19208974e-01 -9.93513364e-02 7.87228410e-02 5.98859886e-02 -6.08552259e-02 -2.50707082e-01 -2.44981663e-01 -3.67649205e-01 -2.22664047e-02 1.10311112e-01 -1.84365851e-01 -3.02717474e-02 1.22863502e-02 -9.62018131e-02 -1.70230913e-01 -4.60598963e-01 -3.30171698e-01 -1.21012531e-01 -1.61479351e-01 2.00175678e-01 -7.40397728e-03 -2.56100922e-01 -1.41808823e-01 -3.27267242e-01 -4.95209544e-02 -8.64050079e-02 -3.37297686e-01 -2.47452718e-02 -6.34998950e-02 -1.96004811e-01 7.00146978e-02 -1.97387405e-01 -1.75991525e-01 -1.37107406e-01 -4.24599503e-02 5.98380479e-02 -6.81165896e-02 -1.36649620e-01 -3.83546055e-02 -2.26483474e-01 -1.62901386e-01 -3.13442309e-02 -3.42278372e-01
9.30000000e+00 1.66097078e-01 -4.70816366e-01 -1.30608373e-01 1.84828988e-01 1.93996124e-01 1.74159013e-01 -2.74072098e-01 -1.86546512e-01 -1.39005315e-01 9.96004456e-02 4.99817241e-02 -4.62550706e-02 -2.40480529e-01 -2.41574606e-01 -3.81690732e-01 -3.14015113e-02 1.31107375e-01 -1.82263863e-01 -4.74678561e-02 -4.01986182e-03 -6.54821671e-02 -1.83832978e-01 -4.40759903e-01 -3.23233453e-01 -1.40037235e-01 -1.25054868e-01 1.88185169e-01 -2.90528559e-02 -2.50483149e-01 -1.47164362e-01 -3.03923045e-01 -8.00296319e-02 -1.05154460e-01 -3.09183952e-01 -3.67667958e-02 -4.75558377e-02 -1.85419594e-01 4.71075733e-02 -1.78540049e-01 -1.73156748e-01 -1.65056200e-01 -4.96342480e-02 2.10168812e-02 2.40678423e-03 -1.45315117e-01 -3.14545716e-02 -2.47640042e-01 -1.34832720e-01 -3.49362433e-02 -3.56215345e-01
9.40000000e+00 1.95178383e-01 -4.78633960e-01 -1.51845105e-01 1.98468747e-01 1.46536438e-01 1.77011547e-01 -2.68175713e-01 -1.54618486e-01 -1.76433633e-01 1.17485107e-01 3.96781267e-02 -3.27032073e-02 -2.28412819e-01 -2.39441877e-01 -3.90779667e-01 -4.22287922e-02 1.46958627e-01 -1.75901976e-01 -6.53681425e-02 -2.11016597e-02 -3.56316119e-02 -1.98690312e-01 -4.17461759e-01 -3.15715311e-01 -1.60472260e-01 -8.60433648e-02 1.71079452e-01 -5.05672940e-02 -2.41733754e-01 -1.54998462e-01 -2.77066114e-01 -1.12568923e-01 -1.25541777e-01 -2.76687334e-01 -5.15865591e-02 -3.30392733e-02 -1.71387700e-01 2.01655196e-02 -1.57507768e-01 -1.70454325e-01 -1.91670349e-01 -5.71966922e-02 -1.82868183e-02 7.07831270e-02 -1.51306940e-01 -2.71825493e-02 -2.65799471e-01 -1.08848556e-01 -3.82611303e-02 -3.69631775e-01
9.50000000e+00 2.21037248e-01 -4.82664884e-01 -1.71269785e-01 2.09775438e-01 1.00067547e-01 1.74586442e-01 -2.56804622e-01 -1.24349144e-01 -2.10431453e-01 1.31581594e-01 2.94994494e-02 -2.04417751e-02 -2.14609744e-01 -2.38580083e-01 -3.94869528e-01 -5.44620685e-02 1.57575704e-01 -1.65466905e-01 -8.37358804e-02 -3.85003467e-02 -7.53604961e-03 -2.13973420e-01 -3.91267649e-01 -3.07741810e-01 -1.81441666e-01 -4.56128607e-02 1.49414889e-01 -7.16043950e-02 -2.30339102e-01 -1.64783787e-01 -2.47656132e-01 -1.46419315e-01 -1.47160414e-01 -2.40824210e-01 -6.84297408e-02 -2.02152169e-02 -1.54341055e-01 -9.91538106e-03 -1.34953927e-01 -1.67984110e-01 -2.16495326e-01 -6.56518873e-02 -5.66978935e-02 1.35240198e-01 -1.53783048e-01 -2.58334091e-02 -2.80434865e-01 -8.55333305e-02 -4.11169983e-02 -3.82492454e-01
9.60000000e+00 2.43500025e-01 -4.82747358e-01 -1.88706971e-01 2.17983596e-01 5.56357369e-02 1.66627639e-01 -2.39982607e-01 -9.65327512e-02 -2.39924910e-01 1.41209419e-01 1.99133511e-02 -9.66775187e-03 -1.99233619e-01 -2.38896950e-01 -3.94036263e-01 -6.77937619e-02 1.62799477e-01 -1.51277163e-01 -1.02290479e-01 -5.57784856e-02 1.79542316e-02 -2.28841113e-01 -3.62791118e-01 -2.99421882e-01 -2.02050047e-01 -4.99742267e-03 1.23850295e-01 -9.18526456e-02 -2.16847397e-01 -1.75909102e-01 -2.16723894e-01 -1.80832006e-01 -1.69561067e-01 -2.02700850e-01 -8.64709710e-02 -9.30621916e-03 -1.34810314e-01 -4.21441931e-02 -1.11599583e-01 -1.65805140e-01 -2.39128202e-01 -7.54547811e-02 -9.29205324e-02 1.94144661e-01 -1.52046052e-01 -2.75764565e-02 -2.91146666e-01 -6.53667806e-02 -4.33474886e-02 -3.94756064e-01
9.70000000e+00 2.62435198e-01 -4.78765212e-01 -2.04026095e-01 2.22425191e-01 1.41608256e-02 1.53064190e-01 -2.17921273e-01 -7.18092350e-02 -2.64005344e-01 1.45830416e-01 1.13134622e-02 -5.26425035e-04 -1.82500619e-01 -2.40216286e-01 -3.88471895e-01 -8.19030113e-02 1.62602352e-01 -1.33774531e-01 -1.20711982e-01 -7.25337494e-02 4.00531887e-02 -2.42471334e-01 -3.32676537e-01 -2.90844141e-01 -2.21413329e-01 3.45427907e-02 9.51241594e-02 -1.11036692e-01 -2.01848404e-01 -1.87707322e-01 -1.85337414e-01 -2.15049300e-01 -1.92264352e-01 -1.63478622e-01 -1.04863790e-01 -4.85543153e-04 -1.13406405e-01 -7.54670593e-02 -8.81999457e-02 -1.63938230e-01 -2.59229853e-01 -8.69855821e-02 -1.25783279e-01 2.46052242e-01 -1.45573422e-01 -3.24423984e-02 -2.97675156e-01 -4.87108431e-02 -4.48484912e-02 -4.06373991e-01
9.80000000e+00 2.77755376e-01 -4.70650942e-01 -2.17146680e-01 2.22550830e-01 -2.35878850e-02 1.34016982e-01 -1.91020907e-01 -5.06465378e-02 -2.81957115e-01 1.45070969e-01 4.00544405e-03 6.89283485e-03 -1.64675820e-01 -2.42286122e-01 -3.78475068e-01 -9.64638303e-02 1.57086158e-01 -1.13511573e-01 -1.38647843e-01 -8.84109224e-02 5.80655964e-02 -2.54090979e-01 -3.01579089e-01 -2.82073026e-01 -2.38689098e-01 7.17622574e-02 6.40299374e-02 -1.28921002e-01 -1.85952376e-01 -1.99485155e-01 -1.54567036e-01 -2.48324975e-01 -2.14774487e-01 -1.24337877e-01 -1.22770369e-01 6.12814419e-03 -9.07996652e-02 -1.08801151e-01 -6.55193754e-02 -1.62370296e-01 -2.76534671e-01 -1.00528256e-01 -1.54278578e-01 2.89750764e-01 -1.34040741e-01 -4.03162427e-02 -2.99907656e-01 -3.58007602e-02 -4.55726637e-02 -4.17289677e-01
9.90000000e+00 2.89418737e-01 -4.58388436e-01 -2.28041629e-01 2.17946574e-01 -5.70096106e-02 1.09798405e-01 -1.59864075e-01 -3.33302478e-02 -2.93278108e-01 1.38738084e-01 -1.80295003e-03 1.25583468e-02 -1.46066075e-01 -2.44789736e-01 -3.64438830e-01 -1.11153087e-01 1.46476582e-01 -9.11355733e-02 -1.55721833e-01 -1.03111648e-01 7.14106558e-02 -2.63003707e-01 -2.70144977e-01 -2.73145982e-01 -2.53105404e-01 1.05470254e-01 3.13902653e-02 -1.45312389e-01 -1.69768884e-01 -2.10553187e-01 -1.25450714e-01 -2.79944048e-01 -2.36593527e-01 -8.64416713e-02 -1.39390501e-01 1.04743780e-02 -6.76972575e-02 -1.41069524e-01 -4.43057842e-02 -1.61060144e-01 -2.90857435e-01 -1.16253472e-01 -1.77595504e-01 3.24294678e-01 -1.17337133e-01 -5.09365211e-02 -2.97880147e-01 -2.67406561e-02 -4.55315998e-02 -4.27438546e-01
1.00000000e+01 2.97429888e-01 -4.42015321e-01 -2.36738432e-01 2.08345859e-01 -8.56835859e-02 8.09049135e-02 -1.25202033e-01 -1.99607782e-02 -2.97692322e-01 1.26828735e-01 -6.00747472e-03 1.64953955e-02 -1.27010985e-01 -2.47359102e-01 -3.46836119e-01 -1.25658094e-01 1.31114343e-01 -6.73693741e-02 -1.71544792e-01 -1.16401616e-01 7.96418413e-02 -2.68614765e-01 -2.38992497e-01 -2.64071795e-01 -2.63987112e-01 1.34569142e-01 -1.96902097e-03 -1.60061395e-01 -1.53886324e-01 -2.20255281e-01 -9.89606156e-02 -3.09241368e-01 -2.57235710e-01 -5.09004554e-02 -1.53988900e-01 1.25526659e-02 -4.48196169e-02 -1.71235738e-01 -2.52653438e-02 -1.59945411e-01 -3.02097141e-01 -1.34206676e-01 -1.95144602e-01 3.49030031e-01 -9.55722639e-02 -6.39009691e-02 -2.91773277e-01 -2.15036706e-02 -4.47955750e-02 -4.36748517e-01
1.01000000e+01 3.01840117e-01 -4.21624877e-01 -2.43318204e-01 1.93636256e-01 -1.09373850e-01 4.80026998e-02 -8.79343321e-02 -1.04580736e-02 -2.95154249e-01 1.09532171e-01 -8.60849476e-03 1.87830794e-02 -1.07872295e-01 -2.49590283e-01 -3.26203441e-01 -1.39683626e-01 1.11443442e-01 -4.29897237e-02 -1.85726909e-01 -1.28114990e-01 8.24623225e-02 -2.70452018e-01 -2.08694552e-01 -2.54830176e-01 -2.70778885e-01 1.58089534e-01 -3.52441996e-02 -1.73062572e-01 -1.38852758e-01 -2.27996200e-01 -7.59721524e-02 -3.35618506e-01 -2.76241442e-01 -1.87388328e-02 -1.65919919e-01 1.24223520e-02 -2.28766904e-02 -1.98337099e-01 -9.03838750e-03 -1.58950297e-01 -3.10237709e-01 -1.54301741e-01 -2.06574066e-01 3.63609161e-01 -6.90746973e-02 -7.86785290e-02 -2.81902921e-01 -1.99365836e-02 -4.34908881e-02 -4.45141107e-01
